user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,answer_relevancy,model
অভ্র কিবোর্ডটি কবে প্রথম তৈরি হয় ?,"['উইন্ডোজে ইউনিকোড ভিত্তিক বাংলা লেখার জন্য ২০০৩ সালের ২৬শে মার্চ অভ্র কীবোর্ড সফটওয়্যারটি আবির্ভূত হয়[1][2]। এটার সাহায্যে বাংলা লিপি ব্যবহার করে এমন সব ভাষাতেই টাইপ করা যায়। এ ধরনের ভাষার মধ্যে অসমীয়া ভাষা অন্যতম। মেহদী হাসান খান নামে ময়মনসিংহ মেডিকেল কলেজের একজন ছাত্র ২০০৩ সালে অভ্র কীবোর্ড তৈরির কাজ শুরু করেন। তিনি এটি সর্বপ্রথম তৈরি করেছিলেন ভিজুয়াল বেসিক প্রোগ্রামিং ভাষা দিয়ে, পরবর্তীতে তিনি তা ডেলফিতে ভাষান্তর করেন। এই সফটওয়্যারটির লিনাক্স সংস্করণ লেখা হয়েছে সি++ প্রোগ্রামিং', '১৮৩৭ খ্রীষ্টাব্দে চার্লস ব্যাবেজ একটি বিশ্লেষণধর্মী বা অ্যানালিটিকাল ইঞ্জিন-এর খসড়া তৈরী করেন যার মূল সুবিধাগুলি ছিল - এক্সপ্যান্ডেবেল মেমরি (বিস্তারযোগ্য যান্ত্রিক স্মৃতিশক্তি), গাণিতিক হিসাব করার ক্ষমতা, যুক্তিনির্ভর সিদ্ধান্ত নেওয়ার ক্ষমতা, লুপ ও কন্ডিশনাল ব্রাঞ্চিং(যা আধুনিক প্রোগ্রামিং ভাষাগুলিতে পাওয়া যায়) ইত্যাদি। এই যন্ত্রটিকে বিজ্ঞানীরা বিশ্বের প্রথম কম্পিউটার বলে স্বীকার করে থাকেন এবং ট্যুরিংসমতুল্য বলেও মনে করা হয়।', 'কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।']",অভ্র কিবোর্ডটি ২০০৩ সালের ২৬শে মার্চ প্রথম তৈরি হয়।,২০০৩ সালের ২৬শে মার্চ,0.9999999999,1.0,0.0,0.0,shihab17-ft
বিশ্বের প্রথম কম্পিউটার কে তৈরি করেন ?,"['১৮৩৭ খ্রীষ্টাব্দে চার্লস ব্যাবেজ একটি বিশ্লেষণধর্মী বা অ্যানালিটিকাল ইঞ্জিন-এর খসড়া তৈরী করেন যার মূল সুবিধাগুলি ছিল - এক্সপ্যান্ডেবেল মেমরি (বিস্তারযোগ্য যান্ত্রিক স্মৃতিশক্তি), গাণিতিক হিসাব করার ক্ষমতা, যুক্তিনির্ভর সিদ্ধান্ত নেওয়ার ক্ষমতা, লুপ ও কন্ডিশনাল ব্রাঞ্চিং(যা আধুনিক প্রোগ্রামিং ভাষাগুলিতে পাওয়া যায়) ইত্যাদি। এই যন্ত্রটিকে বিজ্ঞানীরা বিশ্বের প্রথম কম্পিউটার বলে স্বীকার করে থাকেন এবং ট্যুরিংসমতুল্য বলেও মনে করা হয়।', 'কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।', 'লিনাক্স সংস্করণ লেখা হয়েছে সি++ প্রোগ্রামিং ভাষায়। পরবর্তীতে রিফাত-উন-নবী, তানবিন ইসলাম সিয়াম, রাইয়ান কামাল, শাবাব মুস্তফা, ওমর ওসমান, সারিম খান এবং নিপুন হক এই সফটওয়্যারের উন্নয়নের সাথে যুক্ত হন।[1][3]']",চার্লস ব্যাবেজ।,চার্লস ব্যাবেজ,0.9999999999,1.0,1.0,0.7405083440203851,shihab17-ft
ঔপন্যাসিক ও গল্পকার জহির রায়হান পরিচালিত প্রথম চলচ্চিত্রের নাম কী ?,"['চলচ্চিত্রের ইতিহাস ঠিক কবে থেকে শুরু তা সঠিকভাবে নির্ণয় করা যায়নি। ১৮৯৫ সালের ২৮শে ডিসেম্বর তারিখে প্যারিস শহরে লুমিয়ের ভ্রাতৃদ্বয় তাদের তৈরী দশটি ছোট ছোট চলচ্চিত্র প্রথমবারের জন্য বাণিজ্যিকভাবে প্রদর্শন করেন। চলমান ছবিকে প্রজেকশন বা অভিক্ষেপনের মাধ্যমে প্রথম সফলভাবে প্রদর্শনের নিদর্শন হিসাবে এই তারিখটিকেই গণ্য করা হয়। চলমান ছবিকে ক্যামেরার সাহায্যে গ্রহণ এবং প্রদর্শনের পূর্ববর্তী কিছু নজির থাকলেও হয় তার গুণমান ছিল নিম্ন নয়ত সেগুলোর কোনোটাই ‘লুমিয়ের সিনেমাটোগ্রাফ’-এর মত বিশ্বব্যাপী', 'দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।', 'জহির রায়হান বাংলা সাহিত্যে স্নাতকোত্তর ডিগ্রি লাভ করেন। তার সাহিত্যিক ও সাংবাদিক জীবন শুরু হয়। ১৯৫০ সালে তিনি যুগের আলো পত্রিকায় সাংবাদিক হিসেবে কাজ করা শুরু করেন। পরবর্তীতে তিনি খাপছাড়া, যান্ত্রিক, সিনেমা ইত্যাদি পত্রিকাতেও কাজ করেন। ১৯৫৬ সালে তিনি সম্পাদক হিসেবে প্রবাহ পত্রিকায় যোগ দেন। ১৯৫৫ সালে তার প্রথম গল্পগ্রন্থ সূর্যগ্রহণ প্রকাশিত হয়। চলচ্চিত্র জগতে তার পদার্পণ ঘটে ১৯৫৭ সালে, জাগো হুয়া সাভেরা ছবিতে সহকারী হিসেবে কাজ করার মাধ্যমে। তিনি সালাউদ্দীনের ছবি যে নদী মরুপথে</i>তেও সহকারী']",আমি জানি না।,কখনো আসেনি,0.0,0.0,0.0,0.0,distiluse-ft
বিশ্বের প্রথম চলচ্চিত্রের পরিচালক কে ছিলেন ?,"['তিনি সালাউদ্দীনের ছবি যে নদী মরুপথে</i>তেও সহকারী হিসেবে কাজ করেন। প্রখ্যাত চলচ্চিত্র পরিচালক এহতেশাম তাকে এ দেশ তোমার আমার এ কাজ করার আমন্ত্রণ জানান; জহির এ ছবির নামসঙ্গীত রচনা করেছিলেন। ১৯৬১ সালে তিনি রূপালী জগতে পরিচালক হিসেবে আত্মপ্রকাশ করেন কখনো আসেনি চলচ্চিত্রের মাধ্যমে। ১৯৬৪ সালে তিনি পাকিস্তানের প্রথম রঙিন চলচ্চিত্র সঙ্গম নির্মাণ করেন (উর্দু ভাষার ছবি) এবং পরের বছর তার প্রথম সিনেমাস্কোপ চলচ্চিত্র বাহানা মুক্তি দেন। জহির রায়হান ভাষা আন্দোলনে সক্রিয়ভাবে যুক্ত ছিলেন এবং ২১শে ফেব্রুয়ারির', 'চলচ্চিত্রের ইতিহাস ঠিক কবে থেকে শুরু তা সঠিকভাবে নির্ণয় করা যায়নি। ১৮৯৫ সালের ২৮শে ডিসেম্বর তারিখে প্যারিস শহরে লুমিয়ের ভ্রাতৃদ্বয় তাদের তৈরী দশটি ছোট ছোট চলচ্চিত্র প্রথমবারের জন্য বাণিজ্যিকভাবে প্রদর্শন করেন। চলমান ছবিকে প্রজেকশন বা অভিক্ষেপনের মাধ্যমে প্রথম সফলভাবে প্রদর্শনের নিদর্শন হিসাবে এই তারিখটিকেই গণ্য করা হয়। চলমান ছবিকে ক্যামেরার সাহায্যে গ্রহণ এবং প্রদর্শনের পূর্ববর্তী কিছু নজির থাকলেও হয় তার গুণমান ছিল নিম্ন নয়ত সেগুলোর কোনোটাই ‘লুমিয়ের সিনেমাটোগ্রাফ’-এর মত বিশ্বব্যাপী', 'দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।']",আমি জানি না।,লুমিয়ের ভ্রাতৃদ্বয়,0.49999999995,1.0,0.0,0.0,distiluse-ft
গঠন ও প্রচলন নীতির ভিত্তি তে কম্পিউটারকে কয় ভাগে ভাগ করা হয় ?,"['কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।', 'ত্রিপিটক বৌদ্ধ ধর্মীয় পালি গ্রন্থের নাম। বুদ্বের দর্শন এবং উপদেশের সংকলন। পালি তি-পিটক হতে বাংলায় ত্রিপিটক শব্দের প্রচলন। তিন পিটকের সমন্বিত সমাহারকে ত্রিপিটক বোঝানো হচ্ছে। এই তিনটি পিটক হলো বিনয় পিটক, সূত্র পিটক ও অভিধর্ম পিটক।', 'লিনাক্স সংস্করণ লেখা হয়েছে সি++ প্রোগ্রামিং ভাষায়। পরবর্তীতে রিফাত-উন-নবী, তানবিন ইসলাম সিয়াম, রাইয়ান কামাল, শাবাব মুস্তফা, ওমর ওসমান, সারিম খান এবং নিপুন হক এই সফটওয়্যারের উন্নয়নের সাথে যুক্ত হন।[1][3]']",কম্পিউটারকে গঠন ও প্রচলন নীতির ভিত্তিতে তিন ভাগে ভাগ করা হয়।,তিন,0.9999999999,1.0,1.0,0.9158298197696156,distiluse-ft
দেবশ্রী রায়ের ডাক নাম কি ?,"['দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।', 'বেশ কয়েকটি প্রদর্শনী হয় এবং চলচ্চিত্রটি দেখে সত্যজিত রায়, মৃণাল সেন, তপন সিনহা এবং ঋত্বিক ঘটক প্রমুখ ভূয়সী প্রশংসা করেন। সে সময়ে তিনি চরম অর্থনৈতিক দৈন্যের মধ্যে থাকা সত্ত্বেও তার চলচ্চিত্র প্রদর্শনী হতে প্রাপ্ত সমুদয় অর্থ তিনি মুক্তিযোদ্ধা তহবিলে দান করে দেন।[2]', '১৮৩৭ খ্রীষ্টাব্দে চার্লস ব্যাবেজ একটি বিশ্লেষণধর্মী বা অ্যানালিটিকাল ইঞ্জিন-এর খসড়া তৈরী করেন যার মূল সুবিধাগুলি ছিল - এক্সপ্যান্ডেবেল মেমরি (বিস্তারযোগ্য যান্ত্রিক স্মৃতিশক্তি), গাণিতিক হিসাব করার ক্ষমতা, যুক্তিনির্ভর সিদ্ধান্ত নেওয়ার ক্ষমতা, লুপ ও কন্ডিশনাল ব্রাঞ্চিং(যা আধুনিক প্রোগ্রামিং ভাষাগুলিতে পাওয়া যায়) ইত্যাদি। এই যন্ত্রটিকে বিজ্ঞানীরা বিশ্বের প্রথম কম্পিউটার বলে স্বীকার করে থাকেন এবং ট্যুরিংসমতুল্য বলেও মনে করা হয়।']",দেবশ্রী রায়ের ডাক নাম চুমকি।,চুমকি,0.9999999999,1.0,1.0,0.8584926743724162,distiluse-ft
প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম কী ?,"['ত্রিপিটক বৌদ্ধ ধর্মীয় পালি গ্রন্থের নাম। বুদ্বের দর্শন এবং উপদেশের সংকলন। পালি তি-পিটক হতে বাংলায় ত্রিপিটক শব্দের প্রচলন। তিন পিটকের সমন্বিত সমাহারকে ত্রিপিটক বোঝানো হচ্ছে। এই তিনটি পিটক হলো বিনয় পিটক, সূত্র পিটক ও অভিধর্ম পিটক।', 'চলচ্চিত্রের ইতিহাস ঠিক কবে থেকে শুরু তা সঠিকভাবে নির্ণয় করা যায়নি। ১৮৯৫ সালের ২৮শে ডিসেম্বর তারিখে প্যারিস শহরে লুমিয়ের ভ্রাতৃদ্বয় তাদের তৈরী দশটি ছোট ছোট চলচ্চিত্র প্রথমবারের জন্য বাণিজ্যিকভাবে প্রদর্শন করেন। চলমান ছবিকে প্রজেকশন বা অভিক্ষেপনের মাধ্যমে প্রথম সফলভাবে প্রদর্শনের নিদর্শন হিসাবে এই তারিখটিকেই গণ্য করা হয়। চলমান ছবিকে ক্যামেরার সাহায্যে গ্রহণ এবং প্রদর্শনের পূর্ববর্তী কিছু নজির থাকলেও হয় তার গুণমান ছিল নিম্ন নয়ত সেগুলোর কোনোটাই ‘লুমিয়ের সিনেমাটোগ্রাফ’-এর মত বিশ্বব্যাপী', '১৮৩৭ খ্রীষ্টাব্দে চার্লস ব্যাবেজ একটি বিশ্লেষণধর্মী বা অ্যানালিটিকাল ইঞ্জিন-এর খসড়া তৈরী করেন যার মূল সুবিধাগুলি ছিল - এক্সপ্যান্ডেবেল মেমরি (বিস্তারযোগ্য যান্ত্রিক স্মৃতিশক্তি), গাণিতিক হিসাব করার ক্ষমতা, যুক্তিনির্ভর সিদ্ধান্ত নেওয়ার ক্ষমতা, লুপ ও কন্ডিশনাল ব্রাঞ্চিং(যা আধুনিক প্রোগ্রামিং ভাষাগুলিতে পাওয়া যায়) ইত্যাদি। এই যন্ত্রটিকে বিজ্ঞানীরা বিশ্বের প্রথম কম্পিউটার বলে স্বীকার করে থাকেন এবং ট্যুরিংসমতুল্য বলেও মনে করা হয়।']",আমি জানি না।,রামলোচনে,0.0,0.0,0.0,0.0,distiluse-ft
ভারতের ছত্তীসগঢ় রাজ্যের রাজধানী কোথায় ?,"['ছত্তীসগঢ় (ছত্তীসগঢ়ি/হিন্দি: छत्तीसगढ़, pronounced[tʃʰəˈtːiːsɡəɽʱ](listen)) মধ্য ভারতের একটি রাজ্য। ২০০১ সালের ১ নভেম্বর মধ্যপ্রদেশ রাজ্যের দক্ষিণ-পশ্চিমাঞ্চলে স্থিত ষোলোটি ছত্তীসগঢ়ি-ভাষী জেলা নিয়ে এই রাজ্য স্থাপন করা হয়। রায়পুর এই রাজ্যের রাজধানী। ৫২,১৯৯ বর্গমাইল (১৩৫,১৯৪ বর্গকিলোমিটার) আয়তন বিশিষ্ট এই রাজ্য ভারতের দশম বৃহত্তম রাজ্য।', 'দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।', 'গণচীন সরকারের ১৯৫১ খ্রিষ্টাব্দে স্বাক্ষরিত চুক্তিকে বোঝানো হয়, যার ফলে তিব্বত গণচীনের অধীনে একটি স্বয়ংশাসিত অঞ্চলে পরিণত হয়।']",রায়পুর।,রায়পুর,0.9999999999,1.0,1.0,0.0,distiluse-ft
তিব্বতের শান্তিপূর্ণ মুক্তির পদক্ষেপের চুক্তি কত সালে স্বাক্ষরিত হয় ?,"['গণচীন সরকারের ১৯৫১ খ্রিষ্টাব্দে স্বাক্ষরিত চুক্তিকে বোঝানো হয়, যার ফলে তিব্বত গণচীনের অধীনে একটি স্বয়ংশাসিত অঞ্চলে পরিণত হয়।', 'বেশ কয়েকটি প্রদর্শনী হয় এবং চলচ্চিত্রটি দেখে সত্যজিত রায়, মৃণাল সেন, তপন সিনহা এবং ঋত্বিক ঘটক প্রমুখ ভূয়সী প্রশংসা করেন। সে সময়ে তিনি চরম অর্থনৈতিক দৈন্যের মধ্যে থাকা সত্ত্বেও তার চলচ্চিত্র প্রদর্শনী হতে প্রাপ্ত সমুদয় অর্থ তিনি মুক্তিযোদ্ধা তহবিলে দান করে দেন।[2]', 'কেন্দ্রীয় গণ সরকার ও স্থানীয় তিব্বত সরকারের মধ্যে তিব্বতের শান্তিপূর্ণ মুক্তির পদক্ষেপের চুক্তি (simplified Chinese:中央人民政府和西藏地方政府关于和平解放西藏办法的协议; traditional Chinese:中央人民政府和西藏地方政府關於和平解放西藏辦法的協議; pinyin:Zhōngyāng rénmín zhèngfǔ hé Xīzàng dìfāng zhèngfǔ guānyú hépíng jiěfàng Xīzàng bànfǎ de xiéyì) বা সংক্ষেপে তিব্বতের শান্তিপূর্ণ মুক্তির সতেরো দফা চুক্তি বলতে কার্যতঃ স্বাধীন তিব্বতের রাষ্ট্রপ্রধান চতুর্দশ দলাই লামার প্রতিনিধিদের সঙ্গে সদ্যপ্রতিষ্ঠিত গণচীন সরকারের ১৯৫১ খ্রিষ্টাব্দে স্বাক্ষরিত']",১৯৫১ খ্রিষ্টাব্দে।,স্বাধীন তিব্বতের রাষ্ট্রপ্রধান চতুর্দশ দলাই লামার প্রতিনিধিদের সঙ্গে সদ্যপ্রতিষ্ঠিত গণচীন সরকারের,0.0,1.0,1.0,0.8665669368657758,distiluse-ft
ত্রিপিটকের মোট কয়টি পিটক আছে ?,"['ত্রিপিটক বৌদ্ধ ধর্মীয় পালি গ্রন্থের নাম। বুদ্বের দর্শন এবং উপদেশের সংকলন। পালি তি-পিটক হতে বাংলায় ত্রিপিটক শব্দের প্রচলন। তিন পিটকের সমন্বিত সমাহারকে ত্রিপিটক বোঝানো হচ্ছে। এই তিনটি পিটক হলো বিনয় পিটক, সূত্র পিটক ও অভিধর্ম পিটক।', 'কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।', '‘লুমিয়ের সিনেমাটোগ্রাফ’-এর মত বিশ্বব্যাপী প্রভাব বিস্তার করতে পারেনি। এই ঘটনার পরে পরেই সারা বিশ্ব জুড়ে প্রচুর ফিল্ম প্রোডাকশন কোম্পানি তৈরী হয়ে যায় আর মাত্র এক দশকের মধ্যেই চলচ্চিত্র তার অভিনবত্ত্ব কাটিয়ে উঠে এক বিশাল সর্বজনীন বিনোদনশিল্পে পরিণত হয়।']",ত্রিপিটকের মোট তিনটি পিটক আছে।,তিন,0.9999999999,1.0,1.0,0.0,distiluse-ft
অভ্র কিবোর্ডটি কবে প্রথম তৈরি হয় ?,"['কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।', 'চলচ্চিত্রের ইতিহাস ঠিক কবে থেকে শুরু তা সঠিকভাবে নির্ণয় করা যায়নি। ১৮৯৫ সালের ২৮শে ডিসেম্বর তারিখে প্যারিস শহরে লুমিয়ের ভ্রাতৃদ্বয় তাদের তৈরী দশটি ছোট ছোট চলচ্চিত্র প্রথমবারের জন্য বাণিজ্যিকভাবে প্রদর্শন করেন। চলমান ছবিকে প্রজেকশন বা অভিক্ষেপনের মাধ্যমে প্রথম সফলভাবে প্রদর্শনের নিদর্শন হিসাবে এই তারিখটিকেই গণ্য করা হয়। চলমান ছবিকে ক্যামেরার সাহায্যে গ্রহণ এবং প্রদর্শনের পূর্ববর্তী কিছু নজির থাকলেও হয় তার গুণমান ছিল নিম্ন নয়ত সেগুলোর কোনোটাই ‘লুমিয়ের সিনেমাটোগ্রাফ’-এর মত বিশ্বব্যাপী', 'সমকালীন জমিদারদের চেয়ে ব্যতিক্রম ছিলেন। জমিদারি পরিচালনার জন্য তিনি কয়েকজন ইউরোপীয় বিশেষজ্ঞ নিয়োগ করেছিলেন।']",আমি জানি না।,২০০৩ সালের ২৬শে মার্চ,0.0,0.0,0.0,0.0,distiluse-ft
বিশ্বের প্রথম কম্পিউটার কে তৈরি করেন ?,"['কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।', '‘লুমিয়ের সিনেমাটোগ্রাফ’-এর মত বিশ্বব্যাপী প্রভাব বিস্তার করতে পারেনি। এই ঘটনার পরে পরেই সারা বিশ্ব জুড়ে প্রচুর ফিল্ম প্রোডাকশন কোম্পানি তৈরী হয়ে যায় আর মাত্র এক দশকের মধ্যেই চলচ্চিত্র তার অভিনবত্ত্ব কাটিয়ে উঠে এক বিশাল সর্বজনীন বিনোদনশিল্পে পরিণত হয়।', 'লিনাক্স সংস্করণ লেখা হয়েছে সি++ প্রোগ্রামিং ভাষায়। পরবর্তীতে রিফাত-উন-নবী, তানবিন ইসলাম সিয়াম, রাইয়ান কামাল, শাবাব মুস্তফা, ওমর ওসমান, সারিম খান এবং নিপুন হক এই সফটওয়্যারের উন্নয়নের সাথে যুক্ত হন।[1][3]']",আমি জানি না।,চার্লস ব্যাবেজ,0.0,0.0,0.0,0.0,distiluse-ft
